1, plains, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
1674, jungle, wythers:dry_tropical_grassland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1675, beach, wythers:gravelly_beach, MONSTER, minecraft:spider, 80, 4, 4
1676, beach, wythers:gravelly_beach, MONSTER, minecraft:zombie, 80, 4, 4
1677, beach, wythers:gravelly_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
1678, beach, wythers:gravelly_beach, MONSTER, minecraft:skeleton, 80, 4, 4
1679, beach, wythers:gravelly_beach, MONSTER, minecraft:creeper, 80, 4, 4
1680, beach, wythers:gravelly_beach, MONSTER, minecraft:slime, 80, 4, 4
1681, beach, wythers:gravelly_beach, MONSTER, minecraft:enderman, 5, 1, 4
1682, beach, wythers:gravelly_beach, MONSTER, minecraft:witch, 5, 1, 1
1683, beach, wythers:gravelly_beach, MONSTER, minecraft:drowned, 80, 1, 1
1684, beach, wythers:gravelly_beach, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1685, beach, wythers:gravelly_beach, AMBIENT, minecraft:bat, 10, 8, 8
1686, beach, wythers:gravelly_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1687, beach, wythers:gravelly_beach, WATER_CREATURE, minecraft:squid, 10, 1, 4
1688, beach, wythers:gravelly_beach, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
1689, beach, wythers:black_beach, MONSTER, minecraft:spider, 80, 4, 4
1690, beach, wythers:black_beach, MONSTER, minecraft:zombie, 80, 4, 4
1691, beach, wythers:black_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
1692, beach, wythers:black_beach, MONSTER, minecraft:skeleton, 80, 4, 4
1693, beach, wythers:black_beach, MONSTER, minecraft:creeper, 80, 4, 4
1694, beach, wythers:black_beach, MONSTER, minecraft:slime, 80, 4, 4
1695, beach, wythers:black_beach, MONSTER, minecraft:enderman, 5, 1, 4
1696, beach, wythers:black_beach, MONSTER, minecraft:witch, 5, 1, 1
1697, beach, wythers:black_beach, MONSTER, minecraft:slime, 10, 1, 1
1698, beach, wythers:black_beach, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1699, beach, wythers:black_beach, AMBIENT, minecraft:bat, 10, 8, 8
1700, beach, wythers:black_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1701, beach, wythers:coastal_mangroves, MONSTER, minecraft:spider, 80, 4, 4
1702, beach, wythers:coastal_mangroves, MONSTER, minecraft:zombie, 80, 4, 4
1703, beach, wythers:coastal_mangroves, MONSTER, minecraft:zombie_villager, 10, 1, 1
1704, beach, wythers:coastal_mangroves, MONSTER, minecraft:skeleton, 80, 4, 4
1705, beach, wythers:coastal_mangroves, MONSTER, minecraft:creeper, 80, 4, 4
1706, beach, wythers:coastal_mangroves, MONSTER, minecraft:slime, 80, 4, 4
1707, beach, wythers:coastal_mangroves, MONSTER, minecraft:enderman, 5, 1, 4
1708, beach, wythers:coastal_mangroves, MONSTER, minecraft:witch, 5, 1, 1
1709, beach, wythers:coastal_mangroves, MONSTER, minecraft:slime, 10, 1, 1
1710, beach, wythers:coastal_mangroves, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1711, beach, wythers:coastal_mangroves, CREATURE, minecraft:sheep, 12, 4, 4
1712, beach, wythers:coastal_mangroves, CREATURE, minecraft:pig, 10, 4, 4
1713, beach, wythers:coastal_mangroves, CREATURE, minecraft:chicken, 10, 4, 4
1714, beach, wythers:coastal_mangroves, CREATURE, minecraft:cow, 10, 4, 4
1715, beach, wythers:coastal_mangroves, CREATURE, minecraft:frog, 10, 2, 5
1716, beach, wythers:coastal_mangroves, AMBIENT, minecraft:bat, 10, 8, 8
1717, beach, wythers:coastal_mangroves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1718, beach, wythers:tropical_beach, MONSTER, minecraft:spider, 80, 4, 4
1719, beach, wythers:tropical_beach, MONSTER, minecraft:zombie, 80, 4, 4
1720, beach, wythers:tropical_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
1721, beach, wythers:tropical_beach, MONSTER, minecraft:skeleton, 80, 4, 4
1722, beach, wythers:tropical_beach, MONSTER, minecraft:creeper, 80, 4, 4
1723, beach, wythers:tropical_beach, MONSTER, minecraft:slime, 80, 4, 4
1724, beach, wythers:tropical_beach, MONSTER, minecraft:enderman, 5, 1, 4
1725, beach, wythers:tropical_beach, MONSTER, minecraft:witch, 5, 1, 1
1726, beach, wythers:tropical_beach, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1727, beach, wythers:tropical_beach, CREATURE, minecraft:turtle, 10, 2, 5
1728, beach, wythers:tropical_beach, AMBIENT, minecraft:bat, 10, 8, 8
1729, beach, wythers:tropical_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1730, beach, wythers:desert_beach, MONSTER, minecraft:spider, 80, 4, 4
1731, beach, wythers:desert_beach, MONSTER, minecraft:zombie, 19, 4, 4
1732, beach, wythers:desert_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
1733, beach, wythers:desert_beach, MONSTER, minecraft:skeleton, 80, 4, 4
1734, beach, wythers:desert_beach, MONSTER, minecraft:creeper, 80, 4, 4
1735, beach, wythers:desert_beach, MONSTER, minecraft:slime, 80, 4, 4
1736, beach, wythers:desert_beach, MONSTER, minecraft:enderman, 5, 1, 4
1737, beach, wythers:desert_beach, MONSTER, minecraft:witch, 5, 1, 1
1738, beach, wythers:desert_beach, MONSTER, minecraft:husk, 80, 4, 4
1739, beach, wythers:desert_beach, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1740, beach, wythers:desert_beach, CREATURE, minecraft:rabbit, 10, 2, 3
1741, beach, wythers:desert_beach, AMBIENT, minecraft:bat, 10, 8, 8
1742, beach, wythers:desert_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1743, swamp, wythers:snowy_fen, MONSTER, minecraft:spider, 80, 4, 4
1744, swamp, wythers:snowy_fen, MONSTER, minecraft:zombie, 80, 4, 4
1745, swamp, wythers:snowy_fen, MONSTER, minecraft:zombie_villager, 10, 1, 1
1746, swamp, wythers:snowy_fen, MONSTER, minecraft:skeleton, 80, 4, 4
1747, swamp, wythers:snowy_fen, MONSTER, minecraft:creeper, 80, 4, 4
1748, swamp, wythers:snowy_fen, MONSTER, minecraft:slime, 80, 4, 4
1749, swamp, wythers:snowy_fen, MONSTER, minecraft:enderman, 5, 1, 4
1750, swamp, wythers:snowy_fen, MONSTER, minecraft:witch, 5, 1, 1
1751, swamp, wythers:snowy_fen, CREATURE, minecraft:sheep, 12, 4, 4
1752, swamp, wythers:snowy_fen, CREATURE, minecraft:pig, 10, 4, 4
1753, swamp, wythers:snowy_fen, CREATURE, minecraft:chicken, 10, 4, 4
1754, swamp, wythers:snowy_fen, CREATURE, minecraft:cow, 10, 4, 4
1755, swamp, wythers:snowy_fen, CREATURE, minecraft:horse, 10, 2, 6
1756, swamp, wythers:snowy_fen, CREATURE, minecraft:donkey, 10, 1, 3
1757, swamp, wythers:snowy_fen, AMBIENT, minecraft:bat, 10, 8, 8
1758, swamp, wythers:snowy_fen, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1759, swamp, wythers:fen, MONSTER, minecraft:spider, 80, 4, 4
1760, swamp, wythers:fen, MONSTER, minecraft:zombie, 80, 4, 4
1761, swamp, wythers:fen, MONSTER, minecraft:zombie_villager, 10, 1, 1
1762, swamp, wythers:fen, MONSTER, minecraft:skeleton, 80, 4, 4
1763, swamp, wythers:fen, MONSTER, minecraft:creeper, 80, 4, 4
1764, swamp, wythers:fen, MONSTER, minecraft:slime, 80, 4, 4
1765, swamp, wythers:fen, MONSTER, minecraft:enderman, 5, 1, 4
1766, swamp, wythers:fen, MONSTER, minecraft:witch, 5, 1, 1
1767, swamp, wythers:fen, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1768, swamp, wythers:fen, CREATURE, minecraft:sheep, 12, 4, 4
1769, swamp, wythers:fen, CREATURE, minecraft:pig, 10, 4, 4
1770, swamp, wythers:fen, CREATURE, minecraft:chicken, 10, 4, 4
1771, swamp, wythers:fen, CREATURE, minecraft:cow, 10, 4, 4
1772, swamp, wythers:fen, CREATURE, minecraft:horse, 10, 2, 6
1773, swamp, wythers:fen, CREATURE, minecraft:donkey, 10, 1, 3
1774, swamp, wythers:fen, CREATURE, whisperwoods:wisp, 13, 1, 3
1775, swamp, wythers:fen, AMBIENT, minecraft:bat, 10, 8, 8
1776, swamp, wythers:fen, AMBIENT, whisperwoods:moth, 10, 1, 3
1777, swamp, wythers:fen, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1778, swamp, wythers:snowy_bog, MONSTER, minecraft:spider, 80, 4, 4
1779, swamp, wythers:snowy_bog, MONSTER, minecraft:zombie, 80, 4, 4
1780, swamp, wythers:snowy_bog, MONSTER, minecraft:zombie_villager, 10, 1, 1
1781, swamp, wythers:snowy_bog, MONSTER, minecraft:skeleton, 20, 4, 4
1782, swamp, wythers:snowy_bog, MONSTER, minecraft:creeper, 80, 4, 4
1783, swamp, wythers:snowy_bog, MONSTER, minecraft:slime, 80, 4, 4
1784, swamp, wythers:snowy_bog, MONSTER, minecraft:enderman, 5, 1, 4
1785, swamp, wythers:snowy_bog, MONSTER, minecraft:witch, 5, 1, 1
1786, swamp, wythers:snowy_bog, MONSTER, minecraft:stray, 80, 4, 4
1787, swamp, wythers:snowy_bog, CREATURE, minecraft:rabbit, 10, 2, 3
1788, swamp, wythers:snowy_bog, CREATURE, minecraft:polar_bear, 10, 1, 2
1789, swamp, wythers:snowy_bog, AMBIENT, minecraft:bat, 10, 8, 8
1790, swamp, wythers:snowy_bog, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1791, swamp, wythers:berry_bog, MONSTER, minecraft:spider, 80, 4, 4
1792, swamp, wythers:berry_bog, MONSTER, minecraft:zombie, 80, 4, 4
1793, swamp, wythers:berry_bog, MONSTER, minecraft:zombie_villager, 10, 1, 1
1794, swamp, wythers:berry_bog, MONSTER, minecraft:skeleton, 80, 4, 4
1795, swamp, wythers:berry_bog, MONSTER, minecraft:creeper, 80, 4, 4
1796, swamp, wythers:berry_bog, MONSTER, minecraft:slime, 80, 4, 4
1797, swamp, wythers:berry_bog, MONSTER, minecraft:enderman, 5, 1, 4
1798, swamp, wythers:berry_bog, MONSTER, minecraft:witch, 5, 1, 1
1799, swamp, wythers:berry_bog, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1800, swamp, wythers:berry_bog, CREATURE, minecraft:sheep, 12, 4, 4
1801, swamp, wythers:berry_bog, CREATURE, minecraft:pig, 10, 4, 4
1802, swamp, wythers:berry_bog, CREATURE, minecraft:chicken, 10, 4, 4
1803, swamp, wythers:berry_bog, CREATURE, minecraft:cow, 10, 4, 4
1804, swamp, wythers:berry_bog, CREATURE, minecraft:horse, 10, 2, 6
1805, swamp, wythers:berry_bog, CREATURE, minecraft:donkey, 10, 1, 3
1806, swamp, wythers:berry_bog, CREATURE, whisperwoods:wisp, 13, 1, 3
1807, swamp, wythers:berry_bog, AMBIENT, minecraft:bat, 10, 8, 8
1808, swamp, wythers:berry_bog, AMBIENT, whisperwoods:moth, 10, 1, 3
1809, swamp, wythers:berry_bog, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1810, swamp, wythers:flooded_temperate_rainforest, MONSTER, minecraft:spider, 80, 4, 4
1811, swamp, wythers:flooded_temperate_rainforest, MONSTER, minecraft:zombie, 80, 4, 4
1812, swamp, wythers:flooded_temperate_rainforest, MONSTER, minecraft:zombie_villager, 25, 1, 1
1813, swamp, wythers:flooded_temperate_rainforest, MONSTER, minecraft:skeleton, 80, 4, 4
1814, swamp, wythers:flooded_temperate_rainforest, MONSTER, minecraft:creeper, 80, 4, 4
1815, swamp, wythers:flooded_temperate_rainforest, MONSTER, minecraft:slime, 80, 4, 4
1816, swamp, wythers:flooded_temperate_rainforest, MONSTER, minecraft:enderman, 5, 1, 4
1817, swamp, wythers:flooded_temperate_rainforest, MONSTER, minecraft:witch, 5, 1, 1
1818, swamp, wythers:flooded_temperate_rainforest, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1819, swamp, wythers:flooded_temperate_rainforest, CREATURE, minecraft:wolf, 10, 4, 4
1820, swamp, wythers:flooded_temperate_rainforest, CREATURE, minecraft:polar_bear, 10, 1, 1
1821, swamp, wythers:flooded_temperate_rainforest, CREATURE, whisperwoods:wisp, 13, 1, 3
1822, swamp, wythers:flooded_temperate_rainforest, AMBIENT, minecraft:bat, 10, 8, 8
1823, swamp, wythers:flooded_temperate_rainforest, AMBIENT, whisperwoods:moth, 10, 1, 3
1824, swamp, wythers:flooded_temperate_rainforest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1825, swamp, wythers:marsh, MONSTER, minecraft:spider, 80, 4, 4
1826, swamp, wythers:marsh, MONSTER, minecraft:zombie, 80, 4, 4
1827, swamp, wythers:marsh, MONSTER, minecraft:zombie_villager, 10, 1, 1
1828, swamp, wythers:marsh, MONSTER, minecraft:skeleton, 80, 4, 4
1829, swamp, wythers:marsh, MONSTER, minecraft:creeper, 80, 4, 4
1830, swamp, wythers:marsh, MONSTER, minecraft:slime, 80, 4, 4
1831, swamp, wythers:marsh, MONSTER, minecraft:enderman, 5, 1, 4
1832, swamp, wythers:marsh, MONSTER, minecraft:witch, 5, 1, 1
1833, swamp, wythers:marsh, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1834, swamp, wythers:marsh, CREATURE, minecraft:chicken, 10, 4, 4
1835, swamp, wythers:marsh, CREATURE, whisperwoods:wisp, 13, 1, 3
1836, swamp, wythers:marsh, AMBIENT, minecraft:bat, 10, 8, 8
1837, swamp, wythers:marsh, AMBIENT, whisperwoods:moth, 10, 1, 3
1838, swamp, wythers:marsh, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1839, swamp, wythers:old_growth_taiga_swamp, MONSTER, minecraft:spider, 80, 4, 4
1840, swamp, wythers:old_growth_taiga_swamp, MONSTER, minecraft:zombie, 80, 4, 4
1841, swamp, wythers:old_growth_taiga_swamp, MONSTER, minecraft:zombie_villager, 25, 1, 1
1842, swamp, wythers:old_growth_taiga_swamp, MONSTER, minecraft:skeleton, 80, 4, 4
1843, swamp, wythers:old_growth_taiga_swamp, MONSTER, minecraft:creeper, 80, 4, 4
1844, swamp, wythers:old_growth_taiga_swamp, MONSTER, minecraft:slime, 80, 4, 4
1845, swamp, wythers:old_growth_taiga_swamp, MONSTER, minecraft:enderman, 5, 1, 4
1846, swamp, wythers:old_growth_taiga_swamp, MONSTER, minecraft:witch, 5, 1, 1
1847, swamp, wythers:old_growth_taiga_swamp, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1848, swamp, wythers:old_growth_taiga_swamp, CREATURE, minecraft:sheep, 12, 4, 4
1849, swamp, wythers:old_growth_taiga_swamp, CREATURE, minecraft:pig, 10, 4, 4
1850, swamp, wythers:old_growth_taiga_swamp, CREATURE, minecraft:chicken, 10, 4, 4
1851, swamp, wythers:old_growth_taiga_swamp, CREATURE, minecraft:cow, 10, 4, 4
1852, swamp, wythers:old_growth_taiga_swamp, CREATURE, minecraft:wolf, 10, 4, 4
1853, swamp, wythers:old_growth_taiga_swamp, CREATURE, minecraft:rabbit, 10, 2, 3
1854, swamp, wythers:old_growth_taiga_swamp, CREATURE, minecraft:fox, 10, 2, 4
1855, swamp, wythers:old_growth_taiga_swamp, CREATURE, whisperwoods:wisp, 13, 1, 3
1856, swamp, wythers:old_growth_taiga_swamp, AMBIENT, minecraft:bat, 10, 8, 8
1857, swamp, wythers:old_growth_taiga_swamp, AMBIENT, whisperwoods:moth, 10, 1, 3
1858, swamp, wythers:old_growth_taiga_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1859, swamp, wythers:birch_swamp, MONSTER, minecraft:spider, 80, 4, 4
1860, swamp, wythers:birch_swamp, MONSTER, minecraft:zombie, 80, 4, 4
1861, swamp, wythers:birch_swamp, MONSTER, minecraft:zombie_villager, 10, 1, 1
1862, swamp, wythers:birch_swamp, MONSTER, minecraft:skeleton, 80, 4, 4
1863, swamp, wythers:birch_swamp, MONSTER, minecraft:creeper, 80, 4, 4
1864, swamp, wythers:birch_swamp, MONSTER, minecraft:slime, 80, 4, 4
1865, swamp, wythers:birch_swamp, MONSTER, minecraft:enderman, 5, 1, 4
1866, swamp, wythers:birch_swamp, MONSTER, minecraft:witch, 5, 1, 1
1867, swamp, wythers:birch_swamp, MONSTER, minecraft:slime, 10, 1, 1
1868, swamp, wythers:birch_swamp, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1869, swamp, wythers:birch_swamp, CREATURE, minecraft:frog, 50, 2, 5
1870, swamp, wythers:birch_swamp, CREATURE, whisperwoods:wisp, 13, 1, 3
1871, swamp, wythers:birch_swamp, AMBIENT, minecraft:bat, 10, 8, 8
1872, swamp, wythers:birch_swamp, AMBIENT, whisperwoods:moth, 10, 1, 3
1873, swamp, wythers:birch_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1874, swamp, wythers:ancient_oak_swamp, MONSTER, minecraft:spider, 50, 4, 4
1875, swamp, wythers:ancient_oak_swamp, MONSTER, minecraft:cave_spider, 50, 4, 4
1876, swamp, wythers:ancient_oak_swamp, MONSTER, minecraft:zombie, 50, 4, 4
1877, swamp, wythers:ancient_oak_swamp, MONSTER, minecraft:zombie_villager, 10, 1, 1
1878, swamp, wythers:ancient_oak_swamp, MONSTER, minecraft:skeleton, 50, 4, 4
1879, swamp, wythers:ancient_oak_swamp, MONSTER, minecraft:stray, 50, 4, 4
1880, swamp, wythers:ancient_oak_swamp, MONSTER, minecraft:creeper, 20, 4, 4
1881, swamp, wythers:ancient_oak_swamp, MONSTER, minecraft:slime, 80, 4, 4
1882, swamp, wythers:ancient_oak_swamp, MONSTER, minecraft:enderman, 5, 1, 4
1883, swamp, wythers:ancient_oak_swamp, MONSTER, minecraft:vex, 10, 2, 2
1884, swamp, wythers:ancient_oak_swamp, MONSTER, minecraft:vindicator, 30, 1, 2
1885, swamp, wythers:ancient_oak_swamp, MONSTER, minecraft:ravager, 10, 1, 1
1886, swamp, wythers:ancient_oak_swamp, MONSTER, minecraft:witch, 5, 3, 4
1887, swamp, wythers:ancient_oak_swamp, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1888, swamp, wythers:ancient_oak_swamp, CREATURE, minecraft:frog, 50, 2, 5
1889, swamp, wythers:ancient_oak_swamp, CREATURE, whisperwoods:wisp, 13, 1, 3
1890, swamp, wythers:ancient_oak_swamp, AMBIENT, minecraft:bat, 10, 8, 8
1891, swamp, wythers:ancient_oak_swamp, AMBIENT, whisperwoods:moth, 10, 1, 3
1892, swamp, wythers:ancient_oak_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1893, swamp, wythers:phantasmal_swamp, MONSTER, minecraft:spider, 50, 4, 4
1894, swamp, wythers:phantasmal_swamp, MONSTER, minecraft:cave_spider, 50, 4, 4
1895, swamp, wythers:phantasmal_swamp, MONSTER, minecraft:zombie, 50, 4, 4
1896, swamp, wythers:phantasmal_swamp, MONSTER, minecraft:zombie_villager, 10, 1, 1
1897, swamp, wythers:phantasmal_swamp, MONSTER, minecraft:skeleton, 50, 4, 4
1898, swamp, wythers:phantasmal_swamp, MONSTER, minecraft:stray, 50, 4, 4
1899, swamp, wythers:phantasmal_swamp, MONSTER, minecraft:creeper, 20, 4, 4
1900, swamp, wythers:phantasmal_swamp, MONSTER, minecraft:slime, 80, 4, 4
1901, swamp, wythers:phantasmal_swamp, MONSTER, minecraft:enderman, 5, 1, 4
1902, swamp, wythers:phantasmal_swamp, MONSTER, minecraft:vex, 10, 2, 2
1903, swamp, wythers:phantasmal_swamp, MONSTER, minecraft:vindicator, 30, 1, 2
1904, swamp, wythers:phantasmal_swamp, MONSTER, minecraft:ravager, 10, 1, 1
1905, swamp, wythers:phantasmal_swamp, MONSTER, minecraft:witch, 5, 3, 4
1906, swamp, wythers:phantasmal_swamp, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1907, swamp, wythers:phantasmal_swamp, CREATURE, whisperwoods:wisp, 13, 1, 3
1908, swamp, wythers:phantasmal_swamp, AMBIENT, minecraft:bat, 10, 8, 8
1909, swamp, wythers:phantasmal_swamp, AMBIENT, whisperwoods:moth, 10, 1, 3
1910, swamp, wythers:phantasmal_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1911, swamp, wythers:bayou, MONSTER, minecraft:spider, 80, 4, 4
1912, swamp, wythers:bayou, MONSTER, minecraft:zombie, 80, 4, 4
1913, swamp, wythers:bayou, MONSTER, minecraft:zombie_villager, 10, 1, 1
1914, swamp, wythers:bayou, MONSTER, minecraft:skeleton, 80, 4, 4
1915, swamp, wythers:bayou, MONSTER, minecraft:creeper, 80, 4, 4
1916, swamp, wythers:bayou, MONSTER, minecraft:slime, 80, 4, 4
1917, swamp, wythers:bayou, MONSTER, minecraft:enderman, 5, 1, 4
1918, swamp, wythers:bayou, MONSTER, minecraft:witch, 5, 1, 1
1919, swamp, wythers:bayou, MONSTER, minecraft:slime, 10, 1, 1
1920, swamp, wythers:bayou, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1921, swamp, wythers:bayou, CREATURE, minecraft:frog, 50, 2, 5
1922, swamp, wythers:bayou, CREATURE, whisperwoods:wisp, 13, 1, 3
1923, swamp, wythers:bayou, AMBIENT, minecraft:bat, 10, 8, 8
1924, swamp, wythers:bayou, AMBIENT, whisperwoods:moth, 10, 1, 3
1925, swamp, wythers:bayou, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1926, swamp, wythers:bayou, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1927, swamp, wythers:ancient_mossy_swamp, MONSTER, minecraft:spider, 80, 4, 4
1928, swamp, wythers:ancient_mossy_swamp, MONSTER, minecraft:zombie, 80, 4, 4
1929, swamp, wythers:ancient_mossy_swamp, MONSTER, minecraft:zombie_villager, 10, 1, 1
1930, swamp, wythers:ancient_mossy_swamp, MONSTER, minecraft:skeleton, 80, 4, 4
1931, swamp, wythers:ancient_mossy_swamp, MONSTER, minecraft:creeper, 80, 4, 4
1932, swamp, wythers:ancient_mossy_swamp, MONSTER, minecraft:slime, 80, 4, 4
1933, swamp, wythers:ancient_mossy_swamp, MONSTER, minecraft:enderman, 5, 1, 4
1934, swamp, wythers:ancient_mossy_swamp, MONSTER, minecraft:witch, 5, 1, 1
1935, swamp, wythers:ancient_mossy_swamp, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1936, swamp, wythers:ancient_mossy_swamp, CREATURE, minecraft:frog, 10, 2, 5
1937, swamp, wythers:ancient_mossy_swamp, CREATURE, minecraft:pig, 10, 4, 4
1938, swamp, wythers:ancient_mossy_swamp, CREATURE, minecraft:chicken, 10, 4, 4
1939, swamp, wythers:ancient_mossy_swamp, CREATURE, whisperwoods:wisp, 13, 1, 3
1940, swamp, wythers:ancient_mossy_swamp, AMBIENT, minecraft:bat, 10, 8, 8
1941, swamp, wythers:ancient_mossy_swamp, AMBIENT, whisperwoods:moth, 10, 1, 3
1942, swamp, wythers:ancient_mossy_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1943, forest, wythers:flowering_pantanal, MONSTER, minecraft:spider, 80, 4, 4
1944, forest, wythers:flowering_pantanal, MONSTER, minecraft:zombie, 80, 4, 4
1945, forest, wythers:flowering_pantanal, MONSTER, minecraft:zombie_villager, 10, 1, 1
1946, forest, wythers:flowering_pantanal, MONSTER, minecraft:skeleton, 80, 4, 4
1947, forest, wythers:flowering_pantanal, MONSTER, minecraft:creeper, 80, 4, 4
1948, forest, wythers:flowering_pantanal, MONSTER, minecraft:slime, 80, 4, 4
1949, forest, wythers:flowering_pantanal, MONSTER, minecraft:enderman, 5, 1, 4
1950, forest, wythers:flowering_pantanal, MONSTER, minecraft:witch, 5, 1, 1
1951, forest, wythers:flowering_pantanal, MONSTER, whisperwoods:hidebehind, 10, 1, 1
1952, forest, wythers:flowering_pantanal, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1953, forest, wythers:flowering_pantanal, CREATURE, minecraft:sheep, 12, 4, 4
1954, forest, wythers:flowering_pantanal, CREATURE, minecraft:pig, 10, 4, 4
1955, forest, wythers:flowering_pantanal, CREATURE, minecraft:chicken, 10, 4, 4
1956, forest, wythers:flowering_pantanal, CREATURE, minecraft:cow, 10, 4, 4
1957, forest, wythers:flowering_pantanal, CREATURE, minecraft:horse, 10, 2, 6
1958, forest, wythers:flowering_pantanal, CREATURE, minecraft:donkey, 10, 1, 3
1959, forest, wythers:flowering_pantanal, CREATURE, whisperwoods:wisp, 13, 1, 3
1960, forest, wythers:flowering_pantanal, CREATURE, whisperwoods:hirschgeist, 10, 1, 1
1961, forest, wythers:flowering_pantanal, CREATURE, hexerei:crow, 20, 2, 5
1962, forest, wythers:flowering_pantanal, AMBIENT, minecraft:bat, 10, 8, 8
1963, forest, wythers:flowering_pantanal, AMBIENT, whisperwoods:moth, 10, 1, 3
1964, forest, wythers:flowering_pantanal, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1965, jungle, wythers:pantanal, MONSTER, minecraft:spider, 80, 4, 4
1966, jungle, wythers:pantanal, MONSTER, minecraft:zombie, 80, 4, 4
1967, jungle, wythers:pantanal, MONSTER, minecraft:zombie_villager, 10, 1, 1
1968, jungle, wythers:pantanal, MONSTER, minecraft:skeleton, 80, 4, 4
1969, jungle, wythers:pantanal, MONSTER, minecraft:creeper, 80, 4, 4
1970, jungle, wythers:pantanal, MONSTER, minecraft:slime, 80, 4, 4
1971, jungle, wythers:pantanal, MONSTER, minecraft:enderman, 5, 1, 4
1972, jungle, wythers:pantanal, MONSTER, minecraft:witch, 5, 1, 1
1973, jungle, wythers:pantanal, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1974, jungle, wythers:pantanal, CREATURE, minecraft:sheep, 12, 4, 4
1975, jungle, wythers:pantanal, CREATURE, minecraft:pig, 10, 4, 4
1976, jungle, wythers:pantanal, CREATURE, minecraft:chicken, 10, 4, 4
1977, jungle, wythers:pantanal, CREATURE, minecraft:cow, 10, 4, 4
1978, jungle, wythers:pantanal, CREATURE, minecraft:horse, 10, 2, 6
1979, jungle, wythers:pantanal, CREATURE, minecraft:donkey, 10, 1, 3
1980, jungle, wythers:pantanal, AMBIENT, minecraft:bat, 10, 8, 8
1981, jungle, wythers:pantanal, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1982, jungle, wythers:bamboo_jungle_swamp, MONSTER, minecraft:spider, 80, 4, 4
1983, jungle, wythers:bamboo_jungle_swamp, MONSTER, minecraft:zombie, 80, 4, 4
1984, jungle, wythers:bamboo_jungle_swamp, MONSTER, minecraft:zombie_villager, 10, 1, 1
1985, jungle, wythers:bamboo_jungle_swamp, MONSTER, minecraft:skeleton, 80, 4, 4
1986, jungle, wythers:bamboo_jungle_swamp, MONSTER, minecraft:creeper, 80, 4, 4
1987, jungle, wythers:bamboo_jungle_swamp, MONSTER, minecraft:slime, 80, 4, 4
1988, jungle, wythers:bamboo_jungle_swamp, MONSTER, minecraft:enderman, 5, 1, 4
1989, jungle, wythers:bamboo_jungle_swamp, MONSTER, minecraft:witch, 5, 1, 1
